receipt_no,transaction_id,transaction_date,transaction_time,store_name,till_id,cashier_name,customer_phone,product_code,product_name,category,quantity,unit_price_ngn,discount_pct,payment_method
RCPT-300042,TXN300042,01/09/2026,20:59:00,MiniMart Express - Ikeja,TILL-02,Amaka Eze,08236465318,SKU1005,Coca-Cola 50cl,Beverages,1,380,0,Bank Transfer
RCPT-300047,TXN300047,2026-09-01,14:06:00,Ikeja Branch,TILL-02,Emeka Obi,,SKU1021,Bournvita 500g,Beverages,1,2170,0,Bank Transfer
RCPT-300066,TXN300066,2026-09-02,13:12:00,MiniMart Express - Surulere,TILL-01,Amaka Eze,08875989617,SKU1004,Dangote Sugar 1kg,Grains & Staples,2,"1,210.00",0,cash
RCPT-300142,TXN300142,2026-09-03,20:57:00,YABA,TILL-02,Ibrahim Musa,07154827163,SKU1001,Indomie Noodles 70g,Grains & Staples,3,160,5,Cash
RCPT-300009,TXN300009,05/09/2026,13:30:00,SURULERE,TILL-01,Segun Adeyemi,,SKU1015,Close Up Toothpaste 140ml,Personal Care,1,"1,000.00",0,Cash
RCPT-300035,TXN300035,2026-09-02,08:27:00,MiniMart Express - Yaba,TILL-02,Chidinma Okafor,08358338866,SKU1019,Titus Sardine 125g,Canned Foods,2,750.00,0,Bank Transfer
RCPT-300100,TXN300100,01/09/2026,18:39:00,Surulere Branch,TILL-01,Chidinma Okafor,07302012325,SKU1021,Bournvita 500g,Beverages,4,2520,10,cash
RCPT-300008,TXN300008,2026-09-04,14:25:00,MiniMart Express - Yaba,TILL-03,Fatima Bello,,SKU1002,Peak Milk Evaporated 170g,Dairy,1,590.00,0,Cash
RCPT-300017,TXN300017,04/09/2026,19:01:00,YABA,TILL-03,Emeka Obi,07667810674,SKU1017,La Casera 50cl,Beverages,1,330,10,POS Card
RCPT-300025,TXN300025,2026-09-01,08:02:00,MiniMart Express - Surulere,TILL-01,Ibrahim Musa,08609916148,SKU1004,Dangote Sugar 1kg,Grains & Staples,1,1280,0,Cash
RCPT-300140,TXN300140,2026-09-05,14:16:00,MiniMart Express - Ikeja,TILL-02,Emeka Obi,08546550563,SKU1011,Honeywell Semolina 2kg,Grains & Staples,2,2200,5,USSD
RCPT-300036,TXN300036,2026-09-04,12:14:00,Yaba Branch,TILL-03,Ibrahim Musa,07628974281,SKU1018,Maltina 33cl,Beverages,1,460,0,Bank Transfer
RCPT-300115,TXN300115,02/09/2026,15:43:00,YABA,TILL-03,Ibrahim Musa,07981481788,SKU1020,Cerelac Infant Cereal 400g,Baby Products,2,3410,0,Cash
RCPT-300146,TXN300146,2026-09-01,14:21:00,YABA,TILL-03,Fatima Bello,,SKU1013,Omo Detergent 900g,Household,1,1760,0,pos
RCPT-300055,TXN300055,2026-09-03,16:16:00,MiniMart Express - Ikeja,TILL-01,Chidinma Okafor,,SKU1019,Titus Sardine 125g,Canned Foods,2,740.00,0,POS Card
RCPT-300038,TXN300038,2026-09-04,11:16:00,MiniMart Express - Yaba,TILL-01,Ibrahim Musa,,SKU1031,Indomie Onion Chicken 70g,Grains & Staples,2,190.00,10,Bank Transfer
RCPT-300134,TXN300134,2026-09-07,10:37:00,MiniMart Express - Surulere,TILL-01,Fatima Bello,,SKU1023,Ariel Detergent 900g,Household,3,2010,5,Bank Transfer
RCPT-300022,TXN300022,04/09/2026,10:03:00,Ikeja Branch,TILL-01,Blessing Nwosu,,SKU1022,Knorr Chicken Cubes (pack),Grains & Staples,1,290,0,Cash
RCPT-300090,TXN300090,2026-09-02,15:15:00,MiniMart Express - Yaba,TILL-02,Fatima Bello,,SKU1015,Close Up Toothpaste 140ml,Personal Care,1,980.00,5,Bank Transfer
RCPT-300136,TXN300136,2026-09-05,12:22:00,MiniMart Express - Yaba,TILL-02,Tunde Bakare,08622660819,SKU1031,Indomie Onion Chicken 70g,Grains & Staples,4,170,0,POS Card
RCPT-300034,TXN300034,2026-09-04,12:36:00,MiniMart Express - Yaba,TILL-02,Chidinma Okafor,,SKU1017,La Casera 50cl,Beverages,2,390,5,USSD
RCPT-300117,TXN300117,03/09/2026,14:54:00,MiniMart Express - Ikeja,TILL-02,Blessing Nwosu,08026907484,SKU1021,Bournvita 500g,Beverages,3,"2,700.00",0,USSD
RCPT-300031,TXN300031,2026-09-05,16:13:00,MiniMart Express - Yaba,TILL-01,Fatima Bello,07739146598,SKU1024,"Pampers Diapers (pack, medium)",Baby Products,1,4110,0,Bank Transfer
RCPT-300092,TXN300092,2026-09-06,20:42:00,Ikeja Branch,TILL-01,Chidinma Okafor,,SKU1027,Amstel Malta 33cl,Beverages,1,390,0,USSD
RCPT-300114,TXN300114,2026-09-06,09:07:00,Yaba Branch,TILL-02,Fatima Bello,,SKU1018,Maltina 33cl,Beverages,1,480,0,POS Card
RCPT-300081,TXN300081,2026-09-06,12:58:00,SURULERE,TILL-01,Emeka Obi,,SKU1002,Peak Milk Evaporated 170g,Dairy,4,640,5,USSD
RCPT-300058,TXN300058,04/09/2026,11:33:00,IKEJA,TILL-01,Amaka Eze,07208591476,SKU1014,Dettol Soap 65g,Personal Care,2,330,0,pos
RCPT-300047,TXN300047,2026-09-01,14:06:00,Ikeja Branch,TILL-02,Emeka Obi,08045753005,SKU1005,Coca-Cola 50cl,Beverages,2,430,0,Bank Transfer
RCPT-300147,TXN300147,2026-09-04,10:33:00,IKEJA,TILL-01,Tunde Bakare,07289890779,SKU1022,Knorr Chicken Cubes (pack),Grains & Staples,2,300,0,POS Card
RCPT-300114,TXN300114,2026-09-06,09:07:00,Yaba Branch,TILL-02,Fatima Bello,09013144034,SKU1008,Milo 400g,Beverages,1,2180,0,POS Card
RCPT-300093,TXN300093,2026-09-04,08:50:00,MiniMart Express - Yaba,TILL-03,Amaka Eze,,SKU1006,Bigi Cola 50cl,Beverages,1,330,10,Bank Transfer
RCPT-300050,TXN300050,2026-09-05,14:39:00,MiniMart Express - Ikeja,TILL-01,Ibrahim Musa,,SKU1006,Bigi Cola 50cl,Beverages,1,330,0,Bank Transfer
RCPT-300083,TXN300083,05/09/2026,20:57:00,MiniMart Express - Yaba,TILL-02,Fatima Bello,09081709618,SKU1023,Ariel Detergent 900g,Household,1,"1,700.00",10,cash
RCPT-300059,TXN300059,2026-09-03,19:59:00,Ikeja Branch,TILL-01,Tunde Bakare,,SKU1009,Cowbell Milk Powder 360g,Dairy,2,1730,10,Bank Transfer
RCPT-300073,TXN300073,2026-09-06,13:09:00,MiniMart Express - Yaba,TILL-03,Tunde Bakare,07881251420,SKU1002,Peak Milk Evaporated 170g,Dairy,2,690,0,USSD
RCPT-300119,TXN300119,2026-09-06,09:02:00,Ikeja Branch,TILL-01,Ibrahim Musa,08004704420,SKU1030,Nasco Cornflakes 500g,Grains & Staples,1,"1,840.00",5,Bank Transfer
RCPT-300068,TXN300068,2026-09-04,11:50:00,MiniMart Express - Yaba,TILL-03,Tunde Bakare,,SKU1009,Cowbell Milk Powder 360g,Dairy,3,1840,0,POS Card
RCPT-300053,TXN300053,2026-09-07,09:39:00,MiniMart Express - Surulere,TILL-01,Chidinma Okafor,08844709891,SKU1007,Gala Sausage Roll,Snacks,1,230,0,Bank Transfer
RCPT-300002,TXN300002,2026-09-02,18:40:00,MiniMart Express - Yaba,TILL-01,Tunde Bakare,07345858837,SKU1019,Titus Sardine 125g,Canned Foods,1,700,10,pos
RCPT-300066,TXN300066,2026-09-02,13:12:00,Surulere Branch,TILL-01,Amaka Eze,,SKU1006,Bigi Cola 50cl,Beverages,1,350,0,cash
RCPT-300127,TXN300127,2026-09-02,19:23:00,MiniMart Express - Yaba,TILL-02,Ibrahim Musa,07427355590,SKU1027,Amstel Malta 33cl,Beverages,1,390,10,Cash
RCPT-300101,TXN300101,2026-09-05,16:59:00,YABA,TILL-01,Emeka Obi,,SKU1005,Coca-Cola 50cl,Beverages,3,380.00,10,Cash
RCPT-300115,TXN300115,2026-09-02,15:43:00,Yaba Branch,TILL-03,Ibrahim Musa,08039559633,SKU1009,Cowbell Milk Powder 360g,Dairy,3,1720,0,Cash
RCPT-300114,TXN300114,2026-09-06,09:07:00,YABA,TILL-02,Fatima Bello,,SKU1013,Omo Detergent 900g,Household,1,1690,0,POS Card
RCPT-300148,TXN300148,2026-09-06,09:17:00,Yaba Branch,TILL-01,Ibrahim Musa,07925483005,SKU1009,Cowbell Milk Powder 360g,Dairy,1,1620,5,Bank Transfer
RCPT-300096,TXN300096,2026-09-03,09:46:00,MiniMart Express - Surulere,TILL-01,Chidinma Okafor,07422722607,SKU1017,La Casera 50cl,Beverages,2,340,0,POS Card
RCPT-300135,TXN300135,2026-09-06,15:25:00,YABA,TILL-02,Amaka Eze,,SKU1012,Kings Vegetable Oil 1L,Grains & Staples,1,2430,0,cash
RCPT-300068,TXN300068,2026-09-04,11:50:00,MiniMart Express - Yaba,TILL-03,Tunde Bakare,08049694830,SKU1006,Bigi Cola 50cl,Beverages,3,370,0,POS Card
RCPT-300012,TXN300012,2026-09-06,10:10:00,MiniMart Express - Yaba,TILL-02,Tunde Bakare,08528958388,SKU1019,Titus Sardine 125g,Canned Foods,4,750,10,USSD
RCPT-300112,TXN300112,05/09/2026,20:02:00,MiniMart Express - Ikeja,TILL-01,Fatima Bello,,SKU1002,Peak Milk Evaporated 170g,Dairy,1,650,0,POS Card
RCPT-300146,TXN300146,2026-09-01,14:21:00,YABA,TILL-03,Fatima Bello,,SKU1029,Dano Milk Powder 400g,Dairy,1,"2,690.00",0,pos
RCPT-300035,TXN300035,02/09/2026,08:27:00,MiniMart Express - Yaba,TILL-02,Chidinma Okafor,07101022918,SKU1031,Indomie Onion Chicken 70g,Grains & Staples,4,190,0,Bank Transfer
RCPT-300141,TXN300141,2026-09-05,12:23:00,IKEJA,TILL-02,Emeka Obi,07667133907,SKU1009,Cowbell Milk Powder 360g,Dairy,2,1950,0,POS Card
RCPT-300017,TXN300017,2026-09-04,19:01:00,MiniMart Express - Yaba,TILL-03,Emeka Obi,,SKU1010,Mama Gold Rice 5kg,Grains & Staples,4,6290,0,POS Card
RCPT-300074,TXN300074,2026-09-04,19:13:00,Surulere Branch,TILL-01,Ibrahim Musa,,SKU1015,Close Up Toothpaste 140ml,Personal Care,3,1000,10,POS Card
RCPT-300141,TXN300141,2026-09-05,12:23:00,IKEJA,TILL-02,Emeka Obi,,SKU1001,Indomie Noodles 70g,Grains & Staples,2,170,0,POS Card
RCPT-300032,TXN300032,03/09/2026,12:19:00,IKEJA,TILL-02,Fatima Bello,07303807372,SKU1021,Bournvita 500g,Beverages,1,"2,550.00",10,cash
RCPT-300057,TXN300057,2026-09-05,16:46:00,Yaba Branch,TILL-03,Emeka Obi,,SKU1001,Indomie Noodles 70g,Grains & Staples,1,140,0,POS Card
RCPT-300013,TXN300013,2026-09-01,20:46:00,MiniMart Express - Surulere,TILL-01,Chidinma Okafor,,SKU1005,Coca-Cola 50cl,Beverages,1,430,10,pos
RCPT-300023,TXN300023,2026-09-03,09:09:00,MiniMart Express - Surulere,TILL-01,Tunde Bakare,08353604698,SKU1001,Indomie Noodles 70g,Grains & Staples,1,160,10,POS Card
RCPT-300103,TXN300103,2026-09-01,13:10:00,Yaba Branch,TILL-03,Fatima Bello,,SKU1018,Maltina 33cl,Beverages,1,410,10,Bank Transfer
RCPT-300049,TXN300049,2026-09-01,17:39:00,MiniMart Express - Surulere,TILL-01,Fatima Bello,08236276870,SKU1005,Coca-Cola 50cl,Beverages,1,370,5,USSD
RCPT-300072,TXN300072,2026-09-06,16:46:00,SURULERE,TILL-01,Emeka Obi,07915109868,SKU1021,Bournvita 500g,Beverages,2,2550,5,cash
RCPT-300021,TXN300021,2026-09-05,14:32:00,SURULERE,TILL-01,Emeka Obi,07357789700,SKU1008,Milo 400g,Beverages,1,2410,0,POS Card
RCPT-300099,TXN300099,2026-09-02,13:45:00,MiniMart Express - Yaba,TILL-02,Fatima Bello,,SKU1011,Honeywell Semolina 2kg,Grains & Staples,1,2310,5,POS Card
RCPT-300006,TXN300006,2026-09-01,10:28:00,Yaba Branch,TILL-02,Emeka Obi,07917382745,SKU1005,Coca-Cola 50cl,Beverages,3,460.00,0,POS Card
RCPT-300040,TXN300040,2026-09-01,12:42:00,Ikeja Branch,TILL-01,Emeka Obi,08102472372,SKU1015,Close Up Toothpaste 140ml,Personal Care,1,820,0,Bank Transfer
RCPT-300150,TXN300150,2026-09-05,16:59:00,SURULERE,TILL-01,Ibrahim Musa,08406295161,SKU1013,Omo Detergent 900g,Household,1,1620,5,USSD
RCPT-300063,TXN300063,2026-09-05,17:13:00,YABA,TILL-02,Chidinma Okafor,,SKU1027,Amstel Malta 33cl,Beverages,4,450,0,Bank Transfer
RCPT-300091,TXN300091,2026-09-07,10:17:00,Surulere Branch,TILL-01,Emeka Obi,07669237729,SKU1001,Indomie Noodles 70g,Grains & Staples,1,140,5,POS Card
RCPT-300059,TXN300059,2026-09-03,19:59:00,IKEJA,TILL-01,Tunde Bakare,08335450932,SKU1023,Ariel Detergent 900g,Household,2,1700,0,Bank Transfer
RCPT-300064,TXN300064,2026-09-01,14:59:00,Ikeja Branch,TILL-02,Segun Adeyemi,08156424642,SKU1029,Dano Milk Powder 400g,Dairy,2,2730,0,POS Card
RCPT-300062,TXN300062,2026-09-01,10:06:00,SURULERE,TILL-01,Emeka Obi,09017927663,SKU1011,Honeywell Semolina 2kg,Grains & Staples,2,2090,0,Bank Transfer
RCPT-300042,TXN300042,2026-09-01,20:59:00,MiniMart Express - Ikeja,TILL-02,Amaka Eze,,SKU1020,Cerelac Infant Cereal 400g,Baby Products,4,3280,5,Bank Transfer
RCPT-300055,TXN300055,2026-09-03,16:16:00,MiniMart Express - Ikeja,TILL-01,Chidinma Okafor,07563505924,SKU1028,Semovita 2kg,Grains & Staples,2,2040,5,POS Card
RCPT-300105,TXN300105,2026-09-04,09:00:00,MiniMart Express - Yaba,TILL-03,Amaka Eze,,SKU1004,Dangote Sugar 1kg,Grains & Staples,1,1320,10,POS Card
RCPT-300075,TXN300075,06/09/2026,17:31:00,IKEJA,TILL-02,Emeka Obi,07051769575,SKU1012,Kings Vegetable Oil 1L,Grains & Staples,2,2780,0,pos
RCPT-300039,TXN300039,2026-09-02,08:38:00,IKEJA,TILL-02,Chidinma Okafor,08872899274,SKU1002,Peak Milk Evaporated 170g,Dairy,1,750,0,Cash
RCPT-300112,TXN300112,2026-09-05,20:02:00,MiniMart Express - Ikeja,TILL-01,Fatima Bello,,SKU1008,Milo 400g,Beverages,1,2360,0,POS Card
RCPT-300003,TXN300003,2026-09-01,17:36:00,YABA,TILL-03,Amaka Eze,,SKU1018,Maltina 33cl,Beverages,2,480,0,pos
RCPT-300041,TXN300041,04/09/2026,08:29:00,IKEJA,TILL-02,Chidinma Okafor,08987484642,SKU1024,"Pampers Diapers (pack, medium)",Baby Products,1,4940,5,Cash
RCPT-300087,TXN300087,07/09/2026,08:21:00,SURULERE,TILL-01,Blessing Nwosu,,SKU1003,Golden Morn 500g,Grains & Staples,1,1650,0,Cash
RCPT-300129,TXN300129,2026-09-02,18:47:00,Surulere Branch,TILL-01,Ibrahim Musa,,SKU1022,Knorr Chicken Cubes (pack),Grains & Staples,2,290,0,POS Card
RCPT-300050,TXN300050,2026-09-05,14:39:00,IKEJA,TILL-01,Ibrahim Musa,,SKU1019,Titus Sardine 125g,Canned Foods,1,780.00,10,Bank Transfer
RCPT-300015,TXN300015,2026-09-06,12:28:00,Yaba Branch,TILL-02,Ibrahim Musa,,SKU1008,Milo 400g,Beverages,4,2350,0,POS Card
RCPT-300082,TXN300082,2026-09-02,20:07:00,Yaba Branch,TILL-03,Amaka Eze,09006601669,SKU1021,Bournvita 500g,Beverages,1,"2,340.00",10,POS Card
RCPT-300097,TXN300097,06/09/2026,15:06:00,YABA,TILL-03,Ibrahim Musa,07712846164,SKU1006,Bigi Cola 50cl,Beverages,1,330,0,POS Card
RCPT-300056,TXN300056,2026-09-02,10:00:00,IKEJA,TILL-02,Emeka Obi,08025433208,SKU1005,Coca-Cola 50cl,Beverages,1,460.00,10,USSD
RCPT-300100,TXN300100,2026-09-01,18:39:00,SURULERE,TILL-01,Chidinma Okafor,,SKU1009,Cowbell Milk Powder 360g,Dairy,2,"1,670.00",0,cash
RCPT-300086,TXN300086,2026-09-07,09:23:00,IKEJA,TILL-02,Segun Adeyemi,07241563363,SKU1005,Coca-Cola 50cl,Beverages,2,380,10,pos
RCPT-300133,TXN300133,2026-09-01,17:22:00,YABA,TILL-03,Emeka Obi,,SKU1026,Chivita Juice 1L,Beverages,1,1290,0,Cash
RCPT-300096,TXN300096,2026-09-03,09:46:00,SURULERE,TILL-01,Chidinma Okafor,,SKU1026,Chivita Juice 1L,Beverages,1,1180,10,POS Card
RCPT-300070,TXN300070,06/09/2026,15:13:00,SURULERE,TILL-01,Fatima Bello,,SKU1017,La Casera 50cl,Beverages,3,340,0,USSD
RCPT-300086,TXN300086,2026-09-07,09:23:00,Ikeja Branch,TILL-02,Segun Adeyemi,07718146254,SKU1011,Honeywell Semolina 2kg,Grains & Staples,1,2130,10,pos
RCPT-300079,TXN300079,2026-09-07,09:49:00,MiniMart Express - Ikeja,TILL-02,Chidinma Okafor,08091080250,SKU1013,Omo Detergent 900g,Household,1,1440,0,Bank Transfer
RCPT-300099,TXN300099,2026-09-02,13:45:00,MiniMart Express - Yaba,TILL-02,Fatima Bello,,SKU1026,Chivita Juice 1L,Beverages,3,1220,0,POS Card
RCPT-300063,TXN300063,2026-09-05,17:13:00,MiniMart Express - Yaba,TILL-02,Chidinma Okafor,08962356984,SKU1010,Mama Gold Rice 5kg,Grains & Staples,4,6650,10,Bank Transfer
RCPT-300118,TXN300118,2026-09-06,18:02:00,IKEJA,TILL-02,Ibrahim Musa,,SKU1014,Dettol Soap 65g,Personal Care,3,370.00,0,POS Card
RCPT-300085,TXN300085,07/09/2026,14:29:00,Yaba Branch,TILL-03,Chidinma Okafor,07917752683,SKU1025,Tom Tom Sweet (pack),Snacks,1,330,0,POS Card
RCPT-300014,TXN300014,2026-09-05,10:33:00,MiniMart Express - Surulere,TILL-01,Amaka Eze,,SKU1025,Tom Tom Sweet (pack),Snacks,1,320.00,0,POS Card
RCPT-300001,TXN300001,2026-09-06,08:04:00,MiniMart Express - Yaba,TILL-01,Fatima Bello,,SKU1019,Titus Sardine 125g,Canned Foods,1,700,10,Bank Transfer
RCPT-300117,TXN300117,03/09/2026,14:54:00,MiniMart Express - Ikeja,TILL-02,Blessing Nwosu,,SKU1029,Dano Milk Powder 400g,Dairy,3,3100,0,USSD
RCPT-300107,TXN300107,2026-09-03,11:27:00,YABA,TILL-03,Ibrahim Musa,08463587389,SKU1009,Cowbell Milk Powder 360g,Dairy,1,2020,5,USSD
RCPT-300075,TXN300075,2026-09-06,17:31:00,Ikeja Branch,TILL-02,Emeka Obi,,SKU1031,Indomie Onion Chicken 70g,Grains & Staples,1,190,0,pos
RCPT-300144,TXN300144,2026-09-03,08:31:00,Yaba Branch,TILL-02,Tunde Bakare,,SKU1011,Honeywell Semolina 2kg,Grains & Staples,2,2100,0,Bank Transfer
RCPT-300089,TXN300089,01/09/2026,12:22:00,MiniMart Express - Surulere,TILL-01,Amaka Eze,,SKU1001,Indomie Noodles 70g,Grains & Staples,4,150.00,0,Cash
