receipt_no,transaction_id,transaction_date,transaction_time,store_name,till_id,cashier_name,customer_phone,product_code,product_name,category,quantity,unit_price_ngn,discount_pct,payment_method
RCPT-102199,TXN102199,2026-06-04,10:50:00,Surulere Branch,TILL-01,Fatima Bello,7897434646,SKU1025,Tom Tom Sweet (pack),Snacks,2,280.00,0,POS Card
RCPT-101152,TXN101152,2026-07-25,16:44:00,MiniMart Express - Ikeja,TILL-02,Chidinma Okafor,2348469404704,SKU1020,Cerelac Infant Cereal 400g,Baby Products,1,3130,0,POS Card
RCPT-100635,TXN100635,2026-04-30,14:07:00,Surulere Branch,TILL-01,Fatima Bello,,SKU1024,"Pampers Diapers (pack, medium)",Baby Products,1,5130,0,Transfer
RCPT-102498,TXN102498,08/06/2026,16:30:00,Ikeja Branch,TILL-02,,2348773272583,SKU1008,Milo 400g,Beverages,1,1940,0,Cash
RCPT-100627,TXN100627,2026-05-24,21:15:00,MiniMart Express - Ikeja,TILL-02,Fatima Bello,7399039011,SKU1003,Golden Morn 500g,Grains & Staples,5,1480,0,ATM Card
RCPT-102311,TXN102311,2026-04-08,13:41:00,SURULERE,TILL-01,Segun Adeyemi,2347777993162,SKU1016,Eva Water 75cl,Beverages,1,180,0,cash
RCPT-102269,TXN102269,2026-07-18,15:05:00,Surulere Branch,TILL-01,Tunde Bakare,,SKU1006,Bigi Cola 50cl,Beverages,1,360.00,0,POS Card
RCPT-100148,TXN100148,2026-03-24,11:07:00,Surulere Branch,TILL-01,Emeka Obi,7806524500,SKU1004,Dangote Sugar 1kg,Grains & Staples,4,1350,0,Bank Transfer
RCPT-100304,TXN100304,19-04-2026,17:59:00,MiniMart Express - Yaba,TILL-02,Chidinma Okafor,,SKU1030,Nasco Cornflakes 500g,Grains & Staples,3,1940,0,POS Card
RCPT-101887,TXN101887,2026-07-21,19:00:00,minimart express-ikeja ,TILL-02,Chidinma Okafor,,SKU1013,Omo Detergent 900g,Household,1,1490,0,pos
RCPT-101169,TXN101169,2026-04-20,09:16:00,Ikeja Branch,TILL-01,Fatima Bello,7349415379,SKU1016,Eva Water 75cl,Beverages,2,220,0,Cash
RCPT-101691,TXN101691,2026-03-31,20:02:00,minimart express-ikeja ,TILL-01,Chidinma Okafor,,SKU1027,Amstel Malta 33cl,Beverages,2,370,5,transfer
RCPT-102021,TXN102021,2026-06-10,15:39:00,Surulere Branch,TILL-01,Blessing Nwosu,+2349005008099,SKU1004,DANGOTE SUGAR 1KG ,Grains & Staples,3,"1,120.00",0,transfer
RCPT-101380,TXN101380,2026-07-25,20:05:00,SURULERE,TILL-01,Ibrahim Musa,2348921216039,SKU1001,indomie noodles 70g,Grains & Staples,2,,0,Bank Transfer
RCPT-101455,TXN101455,2026-06-05,07:13:00,Surulere Branch,TILL-01,Segun Adeyemi,07997808375,SKU1008,Milo 400g,Beverages,1,1890,0,POS Card
RCPT-100613,TXN100613,08/03/2026,14:05:00,IKEJA,TILL-02,Tunde Bakare,,SKU1016,Eva Water 75cl,Beverages,3,210,0,POS Card
RCPT-100329,TXN100329,2026-03-28,08:10:00,Surulere Branch,TILL-01,Fatima Bello,,SKU1008,Milo 400g,Beverages,2,2410,0,Cash
RCPT-102252,TXN102252,2026-07-31,10:50:00,IKEJA,TILL-01,Blessing Nwosu,,SKU1017,La Casera 50cl,Beverages,1,370,0,Cash
RCPT-100260,TXN100260,2026-03-25,20:28:00,Yaba Branch,TILL-03,Blessing Nwosu,,SKU1007,Gala Sausage Roll,Snacks,1,260,0,Bank Transfer
RCPT-102541,TXN102541,2026-06-01,11:23 AM,MiniMart Express - Surulere,TILL-01,Blessing Nwosu,+2348783841045,SKU1015,Close Up Toothpaste 140ml,PERSONAL CARE,1,1010,0,Cash
RCPT-100030,TXN100030,2026-03-02,15:27:00, Yaba,TILL-02,Tunde Bakare,,SKU1017,La Casera 50cl,Beverages,2,320,0,POS Card
RCPT-100580,TXN100580,2026-04-06,12:23:00,MiniMart Express - Ikeja,TILL-01,Chidinma Okafor,,SKU1027,Amstel Malta 33cl,Beverages,2,400,0,USSD
RCPT-101024,TXN101024,2026-05-10,10:15:00,MiniMart Express - Ikeja,TILL-01,Tunde Bakare,,SKU1007,Gala Sausage Roll,Snacks,1,260,0,USSD
RCPT-102343,TXN102343,2026-06-25,09:35:00, Yaba,TILL-02,Segun Adeyemi,,SKU1013,Omo Detergent 900g,Household,3,"1,750.00",0,USSD
RCPT-100104,TXN100104,2026-07-06,08:39:00,minimart express-ikeja ,TILL-01,Amaka Eze,,SKU1012,Kings Vegetable Oil 1L,Grains & Staples,4,2710,0,ussd
RCPT-100596,TXN100596,14/05/2026,14:30:00,IKEJA,TILL-02,Fatima Bello,,SKU1004,Dangote Sugar 1kg,Grains & Staples,2,,0,POS
RCPT-102339,TXN102339,2026-07-24,10:00:00, Yaba,TILL-03,Chidinma Okafor,,SKU1024,"Pampers Diapers (pack, medium)",Baby Products,1,4780,0,Bank Transfer
RCPT-102341,,07/15/2026,12:13:00, Yaba,TILL-01,Segun Adeyemi,2348736325266,SKU1030,Nasco Cornflakes 500g,Grains & Staples,5,2180,0,POS
RCPT-100852,TXN100852,2026-07-29,20:29:00,MiniMart Express - Yaba,TILL-01,Chidinma Okafor,,SKU1008,Milo 400g,Beverages,1,2150,0,ATM Card
RCPT-102021,TXN102021,10-06-2026,15:39:00,SURULERE,TILL-01,Blessing Nwosu,+2349005008099,SKU1005,COCA COLA 50CL,Beverages,2,400.00,0,transfer
RCPT-101243,TXN101243,2026-06-17,18:55:00,minimart express-ikeja ,TILL-01,Chidinma Okafor,,SKU1007,Gala Sausage Roll,Snacks,3,270,0,POS Card
RCPT-102228,TXN102228,2026-07-22,18:18:00,IKEJA,TILL-01,Segun Adeyemi,08895932455,SKU1025,Tom Tom Sweet (pack),Snacks,2,290,0,Bank Transfer
RCPT-101176,TXN101176,2026-04-06,16:58:00,IKEJA,TILL-01,Emeka Obi,2347604831879,SKU1007,Gala Sausage Roll,Snacks,1,250.00,0,cash
RCPT-100095,TXN100095,2026-03-18,20:35:00,SURULERE,TILL-01,Chidinma Okafor,,SKU1027,Amstel Malta 33cl,Beverages,2,460,0,transfer
RCPT-100546,TXN100546,2026-04-10,13:42:00,Ikeja Branch,TILL-01,Blessing Nwosu,,SKU1011,Honeywell Semolina 2kg,Grains & Staples,2,2280,10,POS Card
RCPT-102413,TXN102413,2026-06-14,15:50:00,MiniMart Express - Yaba,TILL-02,Blessing Nwosu,,SKU1014,Dettol Soap 65g,Personal Care,2,₦380.00,0,transfer
RCPT-101768,TXN101768,2026-05-07,13:57:00,minimart express-ikeja ,TILL-02,,2348331216265,SKU1010,MAMA GOLD RICE 5KG,Grains & Staples,1,7050,0,Cash
RCPT-102004,TXN102004,2026-03-05,18:41:00,MiniMart Express - Ikeja,TILL-01,Chidinma Okafor,+2347482969984,SKU1016,Eva Water 75cl,Beverages,2,,0,POS Card
RCPT-102045,TXN102045,2026-05-02,11:44:00,YABA,TILL-02,Amaka Eze,2 3 4 7 6 2 3 2 2 6 7 7 1,SKU1025,Tom Tom Sweet (pack),Snacks,1,310,0,Bank Transfer
RCPT-102275,TXN102275,2026-07-14,17:45:00,MiniMart Express - Surulere,TILL-01,Chidinma Okafor,,SKU1030,Nasco Cornflakes 500g,Grains & Staples,4,2030,0,Cash
RCPT-100039,TXN100039,2026-03-19,14:43:00,Ikeja Branch,TILL-01,Segun Adeyemi,,SKU1021,Bournvita 500g,Beverages,1,2220,0,Cash
RCPT-101068,TXN101068,2026-05-06,15:39:00,SURULERE,TILL-01,Segun Adeyemi,,SKU1025,Tom Tom Sweet (pack),Snacks,4,340.00,0,pos
RCPT-101480,TXN101480,2026-03-13,14:39:00,IKEJA,TILL-01,Tunde Bakare,2349024897763,SKU1001,Indomie Noodle 70g,Grains & Staples,2,140,0,POS Card
RCPT-100714,TXN100714,2026-03-11,15:42:00,Yaba Branch,TILL-02,Blessing Nwosu,+2347804617370,SKU1015,Close Up Toothpaste 140ml,Personal Care,4,990.00,0,Cash
RCPT-101893,TXN101893,14-03-2026,17:33:00,SURULERE,TILL-01,Segun Adeyemi,,SKU1015,Close Up Toothpaste 140ml,PERSONAL CARE,1,840,0,Cash
RCPT-100422,TXN100422,23/04/2026,10:56:00,minimart express-ikeja ,TILL-02,Fatima Bello,07817947694,SKU1026,Chivita Juice 1L,Beverages,2,1270,0,POS Card
RCPT-100749,TXN100749,2026-05-30,10:35:00,Surulere Branch,TILL-01,Tunde Bakare,2347471925595,SKU1025,Tom Tom Sweet (pack),Snacks,1,310,0,ATM Card
RCPT-100426,TXN100426,2026-06-25,09:27:00,YABA,TILL-01,Fatima Bello,+2348982823015,SKU1026,Chivita Juice 1L,Beverages,4,1410,10,Cash
RCPT-102308,TXN102308,14/07/2026,10:17:00,MiniMart Express - Yaba,TILL-02,Fatima Bello,+2348318914475,SKU1015,Close Up Toothpaste 140ml,Personal Care,4,870,0,Transfer
RCPT-100544,TXN100544,2026-05-14,13:30:00,IKEJA,TILL-01,Segun Adeyemi,,SKU1029,Dano Milk Powder 400g,Dairy,1,"₦2,650.00",0,Transfer
RCPT-102500,TXN102500,2026-04-09,16:21:00,IKEJA,TILL-02,Amaka Eze,,SKU1017,La Casera 50cl,Beverages,1,340.00,0,Cash
RCPT-102538,TXN102538,21-06-2026,09:27:00,MiniMart Express - Yaba,TILL-01,Chidinma Okafor,+2347245637874,SKU1010,MAMA GOLD RICE 5KG,Grains & Staples,2,6280,0,USSD
RCPT-101396,TXN101396,2026-04-10,13:37:00,MiniMart Express - Surulere,TILL-01,Amaka Eze,,SKU1021,Bournvita 500g,Beverages,1,2750,0,Cash
RCPT-100983,TXN100983,2026-06-01,12:33:00,MiniMart Express - Surulere,TILL-01,Ibrahim Musa,,SKU1009,Cowbell Milk Powder 360g,Dairy,1,1660,0,POS Card
RCPT-100564,TXN100564,2026-07-18,19:33:00,MiniMart Express - Yaba,TILL-01,Ibrahim Musa,,SKU1005,COCA COLA 50CL,Beverages,1,400,0,CASH
RCPT-101867,TXN101867,07/31/2026,16:39:00,YABA,TILL-02,Chidinma Okafor,,SKU1025,Tom Tom Sweet (pack),Snacks,3,320,0,ussd
RCPT-102196,TXN102196,2026-07-20,16:21:00,minimart express-ikeja ,TILL-02,,,SKU1029,Dano Milk Powder 400g,Dairy,3,2880,0,Cash
RCPT-101686,TXN101686,2026-05-21,13:03:00,IKEJA,TILL-02,,,SKU1010,MAMA GOLD RICE 5KG,Grains & Staples,2,6880,0,cash
RCPT-100164,TXN100164,11-04-2026,09:08:00,YABA,TILL-03,Fatima Bello,,SKU1017,La Casera 50cl,Beverages,2,₦390.00,0,POS Card
RCPT-102428,TXN102428,2026-05-01,15:15:00,IKEJA,TILL-01,Ibrahim Musa,,SKU1026,Chivita Juice 1L,Beverages,1,1310,0,Card
RCPT-101374,TXN101374,2026-07-16,19:27:00,YABA,TILL-01,Segun Adeyemi,,SKU1019,Titus Sardine 125g,Canned Foods,2,780,0,Card
RCPT-101838,TXN101838,2026-07-15,08:27:00,MiniMart Express - Ikeja,TILL-02,Fatima Bello,,SKU1019,Titus Sardine 125g,Canned Foods,2,750,5,Cash
RCPT-102317,TXN102317,03/11/2026,19:56:00,MiniMart Express - Ikeja,TILL-01,Ibrahim Musa,+2348087043952,SKU1002,Peak Milk Evaporated 170g,Dairy,2,610,0,transfer
RCPT-101892,TXN101892,2026-06-22,19:26:00,YABA,TILL-03,Tunde Bakare,+ 2 3 4 8 0 7 6 2 1 5 6 6 2,SKU1006,Bigi Cola 50cl,Beverages,3,400,0,Cash
RCPT-101554,TXN101554,2026-05-06,07:34:00,MiniMart Express - Yaba,TILL-01,Ibrahim Musa,2348558967669,SKU1028,Semovita 2kg,Grains & Staples,1,2210,0,POS Card
RCPT-100436,TXN100436,2026-06-19,11:57:00,IKEJA,TILL-02,Fatima Bello,,SKU1026,Chivita Juice 1L,Beverages,2,,0,Card
RCPT-100596,TXN100596,2026-05-14,14:30:00,MiniMart Express - Ikeja,TILL-02,Fatima Bello,,SKU1018,Maltina 33cl,Beverages,1,420,0,POS
RCPT-100862,TXN100862,2026-06-19,18:53:00,Ikeja Branch,TILL-01,Amaka Eze,,SKU1023,Ariel Detergent 900g,Household,1,"1,640.00",0,pos
RCPT-100373,TXN100373,18-05-2026,18:14:00,SURULERE,TILL-01,Emeka Obi,,SKU1014,Dettol Soap 65g,Personal Care,1,390.00,0,pos
RCPT-101082,TXN101082,2026-04-19,16:02:00,Surulere Branch,TILL-01,Emeka Obi,0 7 7 6 8 2 5 4 4 4 6,SKU1028,Semovita 2kg,Grains & Staples,1,,0,POS
RCPT-100068,TXN100068,2026-04-16,07:38:00,MiniMart Express - Yaba,TILL-02,Blessing Nwosu,,SKU1026,Chivita Juice 1L,Beverages,1,1430,0,Transfer
RCPT-102542,TXN102542,2026-05-29,09:42 PM,MiniMart Express - Yaba,TILL-02,Emeka Obi,2348741389283,SKU1010,Mama Gold Rice5kg,Grains & Staples,2,6650,5,Cash
RCPT-102005,TXN102005,2026-05-23,19:27:00,YABA,TILL-02,Tunde Bakare,,SKU1014,Dettol Soap 65g,Personal Care,1,340,0,POS Card
RCPT-101927,TXN101927,2026-06-10,20:51:00,MiniMart Express - Ikeja,TILL-02,Fatima Bello,,SKU1007,Gala Sausage Roll,Snacks,1,260,0,POS
RCPT-100706,TXN100706,2026-04-27,15:59:00,minimart express-ikeja ,TILL-02,Emeka Obi,,SKU1006,Bigi Cola 50cl,Beverages,3,400,0,POS Card
RCPT-101969,TXN101969,07/09/2026,20:53:00,SURULERE,TILL-01,Blessing Nwosu,+ 2 3 4 8 8 9 2 9 0 4 8 0 4,SKU1024,"Pampers Diapers (pack, medium)",Baby Products,1,5050,0,POS Card
RCPT-100808,TXN100808,2026-03-05,18:56:00, Yaba,TILL-02,Segun Adeyemi,2348812516726,SKU1005,Coca-Cola 50cl,Beverages,1,420,0,Bank Transfer
RCPT-101685,TXN101685,04/17/2026,13:19:00,SURULERE,TILL-01,Emeka Obi,,SKU1001,Indomie Noodles 70g,Grains & Staples,1,,0,POS Card
RCPT-101649,TXN101649,2026-05-26,17:57:00,minimart express-ikeja ,TILL-01,Blessing Nwosu,,SKU1028,Semovita 2kg,Grains & Staples,1,"₦1,910.00",0,ATM Card
RCPT-100859,TXN100859,10/03/2026,15:14:00,MiniMart Express - Surulere,TILL-01,Emeka Obi,,SKU1010,MAMA GOLD RICE 5KG,Grains & Staples,2,,0,Cash
RCPT-100134,TXN100134,26-06-2026,11:08:00,Yaba Branch,TILL-03,Emeka Obi,2347783881270,SKU1028,Semovita 2kg,Grains & Staples,1,"2,170.00",0,POS Card
RCPT-102222,TXN102222,2026-04-21,15:28:00,SURULERE,TILL-01,Blessing Nwosu,,SKU1008,Milo 400g,Beverages,1,2350,0,Bank Transfer
RCPT-101205,TXN101205,2026-06-16,10:28:00,MiniMart Express - Yaba,TILL-02,Segun Adeyemi,,SKU1021,Bournvita 500g,Beverages,1,2690,0,CASH
RCPT-101150,TXN101150,03/10/2026,18:51:00,MiniMart Express - Yaba,TILL-01,Segun Adeyemi,+2347866670159,SKU1027,Amstel Malta 33cl,Beverages,2,430,0,Cash
RCPT-101722,TXN101722,2026-06-27,08:20:00,Yaba Branch,TILL-02,Ibrahim Musa,,SKU1007,Gala Sausage Roll,Snacks,1,,0,Cash
RCPT-100099,TXN100099,2026-04-23,10:06:00,Yaba Branch,TILL-03,Tunde Bakare,,SKU1002,Peak Milk Evaporated 170g,Dairy,3,690,0,USSD
RCPT-102165,TXN102165,06/20/2026,18:00:00,MiniMart Express - Surulere,TILL-01,Emeka Obi,,SKU1004,Dangote Sugar 1kg,Grains & Staples,2,"1,310.00",0,transfer
RCPT-100820,TXN100820,2026-06-17,13:06:00,Ikeja Branch,TILL-02,Chidinma Okafor,,SKU1016,Eva Water 75cl,Beverages,1,190,0,POS Card
RCPT-101377,TXN101377,06/15/2026,10:33:00, Yaba,TILL-01,Segun Adeyemi,,SKU1010,Mama Gold Rice 5kg,Grains & Staples,1,6450,0,pos
RCPT-100269,TXN100269,2026-07-23,19:33:00,SURULERE,TILL-01,Amaka Eze,,SKU1017,La Casera 50cl,Beverages,4,₦340.00,0,pos
RCPT-101866,TXN101866,2026-07-18,16:51:00,MiniMart Express - Yaba,TILL-03,Emeka Obi,,SKU1016,Eva Water 75cl,Beverages,1,210.00,0,Cash
RCPT-102015,TXN102015,2026-06-13,16:07:00,YABA,TILL-02,Blessing Nwosu,,SKU1026,Chivita Juice 1L,Beverages,1,1250,0,POS Card
RCPT-100287,TXN100287,2026-04-13,12:16:00, Yaba,TILL-01,Fatima Bello,,SKU1001,Indomie Noodle 70g,Grains & Staples,2,150,0,CASH
RCPT-100278,TXN100278,2026-07-06,10:09:00,SURULERE,TILL-01,Tunde Bakare,7868628047,SKU1008,Milo 400g,Beverages,1,2290,0,USSD
RCPT-101237,TXN101237,05-05-2026,08:37:00,SURULERE,TILL-01,Ibrahim Musa,+2348781331076,SKU1010,MAMA GOLD RICE 5KG,Grains & Staples,3,6160,0,USSD
RCPT-100417,TXN100417,2026-05-24,13:06:00,Ikeja Branch,TILL-01,Amaka Eze,,SKU1008,Milo 400g,Beverages,1,2130,10,Transfer
RCPT-100406,TXN100406,2026-03-13,20:15:00,YABA,TILL-01,Segun Adeyemi,0 8 6 2 9 0 3 2 7 3 7,SKU1009,Cowbell Milk Powder 360g,,2,,0,ATM Card
RCPT-100185,TXN100185,2026-04-18,07:40:00,SURULERE,TILL-01,Fatima Bello,+2349086405343,SKU1008,Milo 400g,Beverages,5,1940,0,Transfer
RCPT-100264,TXN100264,2026-07-17,12:04 PM,Surulere Branch,TILL-01,Amaka Eze,,SKU1007,Gala Sausage Roll,Snacks,1,250.00,0,POS Card
RCPT-100272,TXN100272,2026-03-11,12:50:00,Surulere Branch,TILL-01,Fatima Bello,,SKU1002,Peak Milk Evaporated 170g,Dairy,2,690,0,POS Card
RCPT-102464,TXN102464,2026-06-27,15:02:00,Surulere Branch,TILL-01,Fatima Bello,,SKU1017,La Casera 50cl,Beverages,1,340,0,ussd
RCPT-101026,TXN101026,18/07/2026,08:30:00, Yaba,TILL-03,Ibrahim Musa,,SKU1003,Golden Morn 500g,Grains & Staples,1,"1,490.00",10,POS Card
RCPT-101058,TXN101058,2026-07-03,09:48:00,minimart express-ikeja ,TILL-01,Ibrahim Musa,,SKU1029,Dano Milk Powder 400g,Dairy,2,2920,0,ussd
RCPT-100478,TXN100478,2026-06-18,18:50:00,MiniMart Express - Ikeja,TILL-02,Segun Adeyemi,,SKU1015,Close Up Toothpaste 140ml,Personal Care,3,860,0,transfer
RCPT-100485,TXN100485,04/03/2026,20:18:00,Surulere Branch,TILL-01,Chidinma Okafor,,SKU1002,Peak Milk Evaporated 170g,Dairy,4,620,0,POS Card
RCPT-102238,TXN102238,2026-05-23,08:47:00,SURULERE,TILL-01,Blessing Nwosu,+2348425396932,SKU1003,Golden Morn 500g,Grains & Staples,2,"1,500.00",0,Transfer
RCPT-100304,TXN100304,2026-04-19,17:59:00, Yaba,TILL-02,Chidinma Okafor,,SKU1005,Coke 50cl,Beverages,1,390,0,POS Card
RCPT-102478,TXN102478,06-07-2026,08:53:00,YABA,TILL-01,Fatima Bello,,SKU1029,Dano Milk Powder 400g,Dairy,2,,0,cash
RCPT-101077,TXN101077,2026-06-07,10:04:00,minimart express-ikeja ,TILL-01,Segun Adeyemi,2348439151183,SKU1002,Peak Milk Evaporated 170g,Dairy,1,630,0,POS Card
RCPT-101031,TXN101031,2026-05-19,17:53:00,Yaba Branch,TILL-01,Chidinma Okafor,,SKU1012,Kings Vegetable Oil 1L,Grains & Staples,3,2850,0,Bank Transfer
RCPT-100922,TXN100922,2026-06-15,13:58:00, Yaba,TILL-02,Segun Adeyemi,,SKU1022,Knorr Chicken Cubes (pack),Grains & Staples,2,280.00,0,POS Card
RCPT-100899,TXN100899,15-04-2026,13:16:00,IKEJA,TILL-02,Fatima Bello,2348131721426,SKU1004,Dangote Sugar 1kg,Grains & Staples,1,1080,0,Cash
RCPT-101531,TXN101531,2026-03-07,10:49:00,MiniMart Express - Surulere,TILL-01,Amaka Eze,,SKU1023,Ariel Detergent 900g,Household,1,"1,770.00",0,Cash
RCPT-101381,TXN101381,2026-03-16,21:37:00,MiniMart Express - Surulere,TILL-01,Ibrahim Musa,7 8 2 3 2 1 8 4 2 7,SKU1022,Knorr Chicken Cubes (pack),Grains & Staples,2,₦270.00,0,CASH
RCPT-101817,TXN101817,2026-07-20,09:56:00, Yaba,TILL-01,Fatima Bello,7896581262,SKU1030,Nasco Cornflakes 500g,Grains & Staples,3,"2,160.00",0,ATM Card
RCPT-100301,TXN100301,2026-07-12,09:00:00,MiniMart Express - Yaba,TILL-01,Chidinma Okafor,,SKU1022,Knorr Chicken Cubes (pack),Grains & Staples,1,330,10,POS
RCPT-101462,TXN101462,2026-05-24,15:41:00, Yaba,TILL-02,Fatima Bello,,SKU1013,Omo Detergent 900g,Household,1,,0,transfer
RCPT-102388,TXN102388,05/10/2026,19:07:00, Yaba,TILL-02,Emeka Obi,7455404412,SKU1003,Golden Morn 500g,Grains & Staples,5,1520,5,Card
RCPT-101378,TXN101378,2026-07-16,18:25:00,IKEJA,TILL-02,Amaka Eze,,SKU1005,COCA COLA 50CL,Beverages,1,450,0,pos
RCPT-101344,TXN101344,26-07-2026,09:38:00,Surulere Branch,TILL-01,Amaka Eze,,SKU1015,Close Up Toothpaste 140ml,Personal Care,1,940,0,Bank Transfer
RCPT-101513,TXN101513,03/27/2026,07:46 PM,Ikeja Branch,TILL-01,Ibrahim Musa,,SKU1025,Tom Tom Sweet (pack),Snacks,2,300,0,POS Card
RCPT-101438,TXN101438,2026-03-17,17:53:00,Ikeja Branch,TILL-01,Segun Adeyemi,7038640227,SKU1014,Dettol Soap 65g,Personal Care,2,390,0,POS
RCPT-100905,TXN100905,2026-05-06,17:02:00,Surulere Branch,TILL-01,Emeka Obi,+2348887269340,SKU1025,Tom Tom Sweet (pack),Snacks,1,290.00,0,Card
RCPT-100592,TXN100592,2026-06-02,16:49:00,SURULERE,TILL-01,Tunde Bakare,,SKU1019,Titus Sardine 125g,Canned Foods,1,780,0,POS
RCPT-101947,TXN101947,2026-03-24,14:49:00,MiniMart Express - Yaba,TILL-02,Tunde Bakare,,SKU1018,Maltina 33cl,BEVERAGES,1,480.00,15,Bank Transfer
RCPT-101865,TXN101865,04/16/2026,14:33:00,MiniMart Express - Yaba,TILL-03,Segun Adeyemi,+2347565901529,SKU1012,Kings Vegetable Oil 1L,Grains & Staples,2,2590,0,Transfer
RCPT-100810,TXN100810,2026-06-09,11:38:00,SURULERE,TILL-01,Tunde Bakare,,SKU1016,Eva Water 75cl,Beverages,1,220,0,USSD
RCPT-102525,TXN102525,2026-06-16,17:38:00,Surulere Branch,TILL-01,Blessing Nwosu,08759244184,SKU1023,Ariel Detergent 900g,Household,1,"1,750.00",0,Bank Transfer
RCPT-100569,TXN100569,2026-05-15,21:45:00,YABA,TILL-03,,07783224727,SKU1023,Ariel Detergent 900g,Household,1,1590,0,Bank Transfer
RCPT-100677,TXN100677,2026-06-01,17:05:00, Yaba,TILL-02,Fatima Bello,+2348303687033,SKU1019,Titus Sardine 125g,Canned Foods,1,660.00,0,Card
RCPT-101416,TXN101416,2026-03-07,20:40:00,MiniMart Express - Yaba,TILL-01,Amaka Eze,+2347331538075,SKU1005,COCA COLA 50CL,Beverages,1,380,0,POS Card
RCPT-100096,TXN100096,16/04/2026,21:58:00,Surulere Branch,TILL-01,Emeka Obi,,SKU1005,COCA COLA 50CL,Beverages,3,380,0,POS Card
RCPT-100785,TXN100785,2026-03-19,16:21:00,Yaba Branch,TILL-02,Fatima Bello,,SKU1002,peak milk evaporated170g,Dairy,2,660.00,0,POS
RCPT-101385,TXN101385,05-07-2026,15:33:00, Yaba,TILL-01,Fatima Bello,,SKU1009,Cowbell Milk Powder 360g,Dairy,1,1860,0,Cash
RCPT-100153,TXN100153,2026-05-07,16:48:00,MiniMart Express - Yaba,TILL-02,Blessing Nwosu,8326251441,SKU1018,Maltina 33cl,Beverages,1,420,0,POS Card
RCPT-100464,TXN100464,2026-04-23,18:58:00,minimart express-ikeja ,TILL-01,Segun Adeyemi,,SKU1020,Cerelac Infant Cereal 400g,Baby Products,1,"₦3,420.00",0,POS Card
RCPT-101548,TXN101548,2026-07-22,16:05:00,MiniMart Express - Surulere,TILL-01,Segun Adeyemi,08305881592,SKU1029,Dano Milk Powder 400g,Dairy,3,2720,0,CASH
RCPT-102516,TXN102516,2026-07-24,19:59:00,YABA,TILL-01,Chidinma Okafor,,SKU1021,Bournvita 500g,Beverages,1,2630,0,POS Card
RCPT-102367,TXN102367,2026-07-09,08:41:00,YABA,TILL-02,Amaka Eze,2347851821866,SKU1008,Milo 400g,Beverages,1,2130,0,transfer
RCPT-100282,TXN100282,05/22/2026,12:09:00,Surulere Branch,TILL-01,Amaka Eze,+2348754920197,SKU1019,Titus Sardine 125g,Canned Foods,2,710,0,POS
RCPT-101587,TXN101587,2026-04-02,09:57:00,IKEJA,TILL-02,Emeka Obi,2348852425100,SKU1012,Kings Vegetable Oil 1L,Grains & Staples,5,"₦2,990.00",0,ussd
RCPT-101682,TXN101682,2026-04-13,09:06:00,MiniMart Express - Ikeja,TILL-01,Tunde Bakare,7906166118,SKU1017,La Casera 50cl,Beverages,3,330,0,cash
RCPT-100330,TXN100330,06/03/2026,10:18:00,MiniMart Express - Yaba,TILL-03,Ibrahim Musa,,SKU1004,DANGOTE SUGAR 1KG ,Grains & Staples,3,"₦1,270.00",0,pos
RCPT-101895,TXN101895,2026-05-22,16:05:00,MiniMart Express - Surulere,TILL-01,Emeka Obi,,SKU1004,Dangote Sugar 1kg,Grains & Staples,1,"₦1,340.00",0,POS Card
RCPT-100487,TXN100487,07/06/2026,11:47:00,minimart express-ikeja ,TILL-02,Segun Adeyemi,2348783272177,SKU1017,La Casera 50cl,Beverages,2,360.00,0,POS Card
RCPT-100660,TXN100660,2026-04-12,15:29:00,IKEJA,TILL-02,Emeka Obi,,SKU1014,Dettol Soap 65g,Personal Care,2,400,5,POS Card
RCPT-101547,TXN101547,2026-07-09,16:24:00,Ikeja Branch,TILL-02,Fatima Bello,,SKU1008,Milo 400g,Beverages,3,2410,0,POS Card
RCPT-100532,TXN100532,2026-06-02,12:32:00,SURULERE,TILL-01,Ibrahim Musa,,SKU1005,Coke 50cl,BEVERAGES,4,450,0,Cash
RCPT-101453,TXN101453,2026-06-17,15:11:00,YABA,TILL-01,Fatima Bello,2347945495093,SKU1024,"Pampers Diapers (pack, medium)",Baby Products,4,4960,0,ussd
RCPT-100673,TXN100673,2026-07-02,10:34:00,Ikeja Branch,TILL-01,Ibrahim Musa,8827026376,SKU1022,Knorr Chicken Cubes (pack),Grains & Staples,1,₦320.00,0,POS
RCPT-102176,TXN102176,2026-07-15,19:53:00,MiniMart Express - Yaba,TILL-02,Amaka Eze,2348632820307,SKU1024,"Pampers Diapers (pack, medium)",Baby Products,3,4140,0,Cash
RCPT-100535,TXN100535,2026-03-03,15:43:00, Yaba,TILL-01,Segun Adeyemi,,SKU1017,La Casera 50cl,Beverages,2,₦390.00,0,Bank Transfer
RCPT-102360,TXN102360,2026-07-10,14:20:00,SURULERE,TILL-01,Emeka Obi,2348388050796,SKU1023,Ariel Detergent 900g,Household,1,1950,0,USSD
RCPT-101287,TXN101287,15-03-2026,11:19:00, Yaba,TILL-01,Fatima Bello,,SKU1006,Bigi Cola 50cl,Beverages,1,₦380.00,0,Transfer
