receipt_no,transaction_id,transaction_date,transaction_time,store_name,till_id,cashier_name,customer_phone,product_code,product_name,category,quantity,unit_price_ngn,discount_pct,payment_method
RCPT-200063,TXN200063,2026-08-09,20:18:00,MiniMart Express - Yaba,TILL-01,Amaka Eze,,SKU1021,Bournvita 500g,Beverages,3,2680,0,ussd
RCPT-200043,TXN200043,2026-08-06,15:33:00,IKEJA,TILL-01,Ibrahim Musa,,SKU1023,Ariel Detergent 900g,Household,1,"₦1,630.00",0,Card
RCPT-200054,TXN200054,2026-08-12,19:15:00,Ikeja Branch,TILL-02,Ibrahim Musa,8549039930,SKU1026,Chivita Juice 1L,Beverages,1,1190,0,USSD
RCPT-200181,TXN200181,2026-08-09,16:13:00,Surulere Branch,TILL-01,Ibrahim Musa,7704498791,SKU1019,Titus Sardine 125g,Canned Foods,2,790,5,Bank Transfer
RCPT-200323,TXN200323,2026-08-03,21:44:00,SURULERE,TILL-01,Blessing Nwosu,,SKU1012,Kings Vegetable Oil 1L,Grains & Staples,2,"2,720.00",0,pos
RCPT-200254,TXN200254,2026-08-08,10:42:00,Ikeja Branch,TILL-02,Ibrahim Musa,08162601218,SKU1009,Cowbell Milk Powder 360g,Dairy,1,1870,5,Card
RCPT-200233,TXN200233,2026-08-03,19:29:00,MiniMart Express - Surulere,TILL-01,Chidinma Okafor,08472748668,SKU1010,Mama Gold Rice 5kg,Grains & Staples,1,,0,Bank Transfer
RCPT-200015,TXN200015,2026-08-03,18:06:00,IKEJA,TILL-01,Blessing Nwosu,,SKU1004,Dangote Sugar 1kg,Grains & Staples,1,"1,260.00",15,Cash
RCPT-200229,TXN200229,2026-08-08,17:26:00,Surulere Branch,TILL-01,Amaka Eze,,SKU1027,Amstel Malta 33cl,Beverages,1,450,10,Cash
RCPT-200256,TXN200256,2026-08-06,13:59:00,MiniMart Express - Ikeja,TILL-01,Ibrahim Musa,,SKU1030,Nasco Cornflakes 500g,Grains & Staples,5,1880,15,Card
RCPT-200004,TXN200004,05-08-2026,19:14:00,Yaba Branch,TILL-02,Ibrahim Musa,7792774169,SKU1026,Chivita Juice 1L,Beverages,3,1310,0,Bank Transfer
RCPT-200246,TXN200246,2026-08-06,11:25:00,YABA,TILL-03,Emeka Obi,+2347807803948,SKU1027,Amstel Malta 33cl,Beverages,1,410,0,transfer
RCPT-200388,TXN200388,2026-08-02,13:38:00,MiniMart Express - Surulere,TILL-01,Fatima Bello,07545856920,SKU1023,Ariel Detergent 900g,Household,1,"₦1,930.00",0,CASH
RCPT-200019,TXN200019,2026-08-10,12:11:00,SURULERE,TILL-01,Amaka Eze,09049957363,SKU1005,Coca-Cola 50cl,Beverages,2,430,0,Cash
RCPT-200074,TXN200074,14-08-2026,10:32:00,YABA,TILL-01,Segun Adeyemi,8727082878,SKU1023,Ariel Detergent 900g,Household,5,1640,15,transfer
RCPT-200093,TXN200093,2026-08-10,15:17:00,MiniMart Express - Yaba,TILL-02,Blessing Nwosu,8089578179,SKU1025,Tom Tom Sweet (pack),Snacks,1,,0,ussd
RCPT-200136,TXN200136,2026-08-05,11:56:00,SURULERE,TILL-01,Emeka Obi,+2348976693759,SKU1026,Chivita Juice 1L,Beverages,2,1280,10,Cash
RCPT-200075,TXN200075,2026-08-11,07:43:00,Surulere Branch,TILL-01,Fatima Bello,,SKU1025,Tom Tom Sweet (pack),Snacks,1,280,0,cash
RCPT-200309,TXN200309,2026-08-01,08:22:00,MiniMart Express - Ikeja,TILL-02,Chidinma Okafor,07441928630,SKU1025,Tom Tom Sweet (pack),Snacks,1,₦320.00,0,transfer
RCPT-200063,TXN200063,2026-08-09,20:18:00,YABA,TILL-01,Amaka Eze,,SKU1016,Eva Water 75cl,Beverages,4,210,10,ussd
RCPT-200251,TXN200251,12-08-2026,19:22:00,Surulere Branch,TILL-01,Tunde Bakare,,SKU1008,Milo 400g,Beverages,1,"2,130.00",15,Bank Transfer
RCPT-200371,TXN200371,2026-08-01,18:18:00,MiniMart Express - Surulere,TILL-01,Emeka Obi,,SKU1023,Ariel Detergent 900g,,2,1690,0,Transfer
RCPT-200220,TXN200220,2026-08-12,19:13:00,MiniMart Express - Ikeja,TILL-01,Tunde Bakare,8997090694,SKU1004,Dangote Sugar 1kg,Grains & Staples,2,1320,0,ATM Card
RCPT-200048,TXN200048,2026-08-05,20:05:00,MiniMart Express - Yaba,TILL-02,Fatima Bello,08642583455,SKU1029,Dano Milk Powder 400g,Dairy,2,3040,15,Card
RCPT-200376,TXN200376,2026-08-14,11:39:00,MiniMart Express - Yaba,TILL-02,Tunde Bakare,7298882760,SKU1004,Dangote Sugar 1kg,Grains & Staples,1,"1,120.00",10,POS Card
RCPT-200359,TXN200359,2026-08-08,17:34:00,SURULERE,TILL-01,Ibrahim Musa,8351769404,SKU1001,Indomie Noodles 70g,Grains & Staples,1,170,5,Cash
RCPT-200306,TXN200306,2026-08-11,19:58:00,Ikeja Branch,TILL-01,Blessing Nwosu,08573457584,SKU1017,La Casera 50cl,Beverages,1,400,0,CASH
RCPT-200333,TXN200333,2026-08-08,13:52:00,MiniMart Express - Ikeja,TILL-01,Ibrahim Musa,,SKU1014,Dettol Soap 65g,Personal Care,1,320,5,POS Card
RCPT-200321,TXN200321,2026-08-10,12:45:00,MiniMart Express - Surulere,TILL-01,Fatima Bello,,SKU1030,Nasco Cornflakes 500g,Grains & Staples,2,2120,0,CASH
RCPT-200065,TXN200065,2026-08-04,13:14:00,IKEJA,TILL-01,Emeka Obi,08305271521,SKU1031,Indomie Onion Chicken 70g,Grains & Staples,4,160.00,15,Transfer
RCPT-200152,TXN200152,2026-08-04,21:09:00,YABA,TILL-03,Emeka Obi,,SKU1028,Semovita 2kg,Grains & Staples,5,2330,0,Cash
RCPT-200149,TXN200149,2026-08-14,10:08 AM,Ikeja Branch,TILL-01,Fatima Bello,08151589166,SKU1012,Kings Vegetable Oil 1L,Grains & Staples,1,2840,0,transfer
RCPT-200334,TXN200334,2026-08-06,11:15:00,MiniMart Express - Ikeja,TILL-01,Chidinma Okafor,,SKU1020,Cerelac Infant Cereal 400g,Baby Products,3,2890,0,Bank Transfer
RCPT-200185,TXN200185,2026-08-04,11:23:00,Surulere Branch,TILL-01,Fatima Bello,07731119994,SKU1021,Bournvita 500g,Beverages,4,"2,480.00",0,Bank Transfer
RCPT-200074,TXN200074,14-08-2026,10:32:00,Yaba Branch,TILL-01,Segun Adeyemi,8727082878,SKU1006,Bigi Cola 50cl,Beverages,2,320,0,transfer
RCPT-200267,TXN200267,2026-08-03,10:02:00,MiniMart Express - Yaba,TILL-01,Segun Adeyemi,,SKU1029,Dano Milk Powder 400g,Dairy,3,3220,0,POS
RCPT-200087,TXN200087,02/08/2026,13:52:00,Surulere Branch,TILL-01,Emeka Obi,,SKU1031,Indomie Onion Chicken 70g,Grains & Staples,1,170,0,USSD
RCPT-200010,TXN200010,05-08-2026,20:08:00,IKEJA,TILL-02,Chidinma Okafor,07735961558,SKU1002,Peak Milk Evaporated 170g,Dairy,2,630,5,Cash
RCPT-200148,TXN200148,2026-08-03,08:53:00,MiniMart Express - Yaba,TILL-01,Chidinma Okafor,,SKU1020,Cerelac Infant Cereal 400g,Baby Products,4,3100,15,POS
RCPT-200310,TXN200310,2026-08-14,18:50:00,YABA,TILL-03,Ibrahim Musa,7841151840,SKU1021,Bournvita 500g,Beverages,3,2510,15,POS Card
RCPT-200024,TXN200024,2026-08-06,18:00:00,MiniMart Express - Yaba,TILL-01,Blessing Nwosu,,SKU1027,Amstel Malta 33cl,Beverages,2,390.00,5,POS Card
RCPT-200287,TXN200287,05-08-2026,13:28:00,Yaba Branch,TILL-03,Tunde Bakare,,SKU1014,Dettol Soap 65g,Personal Care,1,₦380.00,10,Transfer
RCPT-200277,TXN200277,03/08/2026,18:45:00,Yaba Branch,TILL-01,Blessing Nwosu,,SKU1015,Close Up Toothpaste 140ml,,2,₦870.00,0,USSD
RCPT-200206,TXN200206,2026-08-08,12:55:00,MiniMart Express - Yaba,TILL-03,Blessing Nwosu,,SKU1018,Maltina 33cl,Beverages,3,490,0,Transfer
RCPT-200398,TXN200398,2026-08-08,14:12:00,Yaba Branch,TILL-01,Fatima Bello,,SKU1001,Indomie Noodles 70g,Grains & Staples,1,160,0,Cash
RCPT-200103,TXN200103,2026-08-06,10:19:00,SURULERE,TILL-01,Tunde Bakare,08455097720,SKU1027,Amstel Malta 33cl,Beverages,4,370,0,ussd
RCPT-200216,TXN200216,2026-08-10,13:27:00,IKEJA,TILL-01,Tunde Bakare,,SKU1021,Bournvita 500g,Beverages,2,2180,10,Cash
RCPT-200344,TXN200344,2026-08-06,12:58:00,Ikeja Branch,TILL-01,Fatima Bello,07049632095,SKU1016,Eva Water 75cl,Beverages,3,190,0,Cash
RCPT-200289,TXN200289,2026-08-05,17:59:00,Ikeja Branch,TILL-01,Fatima Bello,,SKU1014,Dettol Soap 65g,Personal Care,1,340,5,Cash
RCPT-200125,TXN200125,2026-08-03,08:10:00,MiniMart Express - Yaba,TILL-03,Ibrahim Musa,,SKU1029,Dano Milk Powder 400g,Dairy,1,3030,10,Cash
RCPT-200365,TXN200365,2026-08-03,06:04 PM,IKEJA,TILL-01,Blessing Nwosu,09049462379,SKU1020,Cerelac Infant Cereal 400g,Baby Products,3,3090,10,Bank Transfer
RCPT-200399,TXN200399,2026-08-11,09:55:00,SURULERE,TILL-01,Ibrahim Musa,8467160654,SKU1016,Eva Water 75cl,Beverages,1,200,15,ussd
RCPT-200212,TXN200212,13/08/2026,17:51:00,MiniMart Express - Ikeja,TILL-01,Amaka Eze,7293372424,SKU1010,Mama Gold Rice 5kg,Grains & Staples,2,7370,0,transfer
RCPT-200332,TXN200332,2026-08-03,09:32:00,MiniMart Express - Ikeja,TILL-02,Fatima Bello,,SKU1023,Ariel Detergent 900g,Household,2,1750,0,Cash
RCPT-200322,TXN200322,2026-08-03,20:33:00,MiniMart Express - Ikeja,TILL-02,Ibrahim Musa,,SKU1002,Peak Milk Evaporated 170g,Dairy,1,700,10,Bank Transfer
RCPT-200323,TXN200323,03-08-2026,21:44:00,MiniMart Express - Surulere,TILL-01,Blessing Nwosu,,SKU1030,Nasco Cornflakes 500g,Grains & Staples,2,2000,0,pos
RCPT-200128,TXN200128,2026-08-06,19:55:00,MiniMart Express - Yaba,TILL-01,Blessing Nwosu,,SKU1006,Bigi Cola 50cl,Beverages,4,₦390.00,5,Cash
RCPT-200291,TXN200291,2026-08-05,14:45:00,Surulere Branch,TILL-01,Ibrahim Musa,+2347488597334,SKU1022,Knorr Chicken Cubes (pack),Grains & Staples,1,₦330.00,5,Cash
RCPT-200078,TXN200078,2026-08-10,10:49:00,MiniMart Express - Yaba,TILL-01,Emeka Obi,,SKU1022,Knorr Chicken Cubes (pack),Grains & Staples,1,310,10,transfer
RCPT-200363,TXN200363,2026-08-12,12:57:00,MiniMart Express - Ikeja,TILL-01,Ibrahim Musa,,SKU1010,Mama Gold Rice 5kg,Grains & Staples,2,,10,Cash
RCPT-200067,TXN200067,2026-08-13,10:11:00,Ikeja Branch,TILL-01,Emeka Obi,,SKU1022,Knorr Chicken Cubes (pack),Grains & Staples,4,310,15,POS Card
RCPT-200162,TXN200162,04-08-2026,17:13:00,Surulere Branch,TILL-01,Fatima Bello,9072524184,SKU1021,Bournvita 500g,Beverages,-2,"₦2,210.00",0,Cash
RCPT-200340,TXN200340,2026-08-03,16:02:00,MiniMart Express - Surulere,TILL-01,Emeka Obi,,SKU1031,Indomie Onion Chicken 70g,Grains & Staples,1,160.00,0,Bank Transfer
RCPT-200170,TXN200170,2026-08-10,20:42:00,SURULERE,TILL-01,Tunde Bakare,07591107175,SKU1010,Mama Gold Rice 5kg,Grains & Staples,2,7410,15,Card
RCPT-200395,TXN200395,2026-08-13,09:01:00,MiniMart Express - Yaba,TILL-02,Emeka Obi,,SKU1023,Ariel Detergent 900g,Household,2,"₦2,000.00",0,Transfer
RCPT-200141,TXN200141,2026-08-12,19:12:00,Yaba Branch,TILL-01,Tunde Bakare,7365290991,SKU1004,Dangote Sugar 1kg,Grains & Staples,1,,0,POS Card
RCPT-200394,TXN200394,2026-08-09,16:34:00,IKEJA,TILL-02,Blessing Nwosu,+2347953428382,SKU1024,"Pampers Diapers (pack, medium)",Baby Products,2,4130,0,Bank Transfer
RCPT-200223,TXN200223,10-08-2026,08:54:00,Surulere Branch,TILL-01,Chidinma Okafor,7343130643,SKU1014,Dettol Soap 65g,Personal Care,1,330,0,Cash
RCPT-200296,TXN200296,2026-08-07,08:24:00,Ikeja Branch,TILL-01,Emeka Obi,+2347215808819,SKU1031,Indomie Onion Chicken 70g,Grains & Staples,1,180,0,USSD
RCPT-200164,TXN200164,02/08/2026,19:18:00,MiniMart Express - Surulere,TILL-01,Chidinma Okafor,08561083228,SKU1028,Semovita 2kg,Grains & Staples,3,2120,15,pos
RCPT-200177,TXN200177,2026-08-04,09:53:00,MiniMart Express - Yaba,TILL-03,Tunde Bakare,+2347203176634,SKU1004,Dangote Sugar 1kg,Grains & Staples,2,1200,0,Cash
RCPT-200351,TXN200351,2026-08-10,17:47:00,MiniMart Express - Surulere,TILL-01,Amaka Eze,,SKU1026,Chivita Juice 1L,Beverages,2,1360,5,transfer
RCPT-200026,TXN200026,2026-08-08,17:31:00,Yaba Branch,TILL-02,Amaka Eze,07769988427,SKU1016,Eva Water 75cl,Beverages,4,₦200.00,0,Card
RCPT-200174,TXN200174,08-08-2026,13:37:00,MiniMart Express - Surulere,TILL-01,Chidinma Okafor,,SKU1024,"Pampers Diapers (pack, medium)",Baby Products,2,4510,0,transfer
RCPT-200073,TXN200073,2026-08-12,18:34:00,MiniMart Express - Surulere,TILL-01,Segun Adeyemi,7919878109,SKU1025,Tom Tom Sweet (pack),Snacks,4,320.00,10,Card
RCPT-200196,TXN200196,2026-08-10,11:55 AM,MiniMart Express - Surulere,TILL-01,Blessing Nwosu,+2347585378458,SKU1027,Amstel Malta 33cl,Beverages,2,360,5,ATM Card
RCPT-200169,TXN200169,2026-08-01,08:58:00,IKEJA,TILL-01,Tunde Bakare,7582424618,SKU1031,Indomie Onion Chicken 70g,Grains & Staples,1,190,5,POS Card
RCPT-200126,TXN200126,2026-08-06,20:47:00,Ikeja Branch,TILL-01,Tunde Bakare,+2348916238009,SKU1014,Dettol Soap 65g,Personal Care,2,340,0,CASH
RCPT-200229,TXN200229,2026-08-08,17:26:00,SURULERE,TILL-01,Amaka Eze,,SKU1020,Cerelac Infant Cereal 400g,Baby Products,1,3280,0,Cash
RCPT-200376,TXN200376,2026-08-14,11:39:00,MiniMart Express - Yaba,TILL-02,Tunde Bakare,7298882760,SKU1020,Cerelac Infant Cereal 400g,Baby Products,1,3160,0,POS Card
RCPT-200206,TXN200206,2026-08-08,12:55:00,YABA,TILL-03,Blessing Nwosu,,SKU1030,Nasco Cornflakes 500g,Grains & Staples,2,2160,10,Transfer
RCPT-200310,TXN200310,2026-08-14,18:50:00,MiniMart Express - Yaba,TILL-03,Ibrahim Musa,7841151840,SKU1009,Cowbell Milk Powder 360g,Dairy,4,2070,0,POS Card
RCPT-200157,TXN200157,14-08-2026,21:21:00,SURULERE,TILL-01,Blessing Nwosu,+2347028372691,SKU1007,Gala Sausage Roll,Snacks,2,240,15,POS Card
RCPT-200117,TXN200117,2026-08-02,10:08:00,MiniMart Express - Yaba,TILL-02,Chidinma Okafor,,SKU1017,La Casera 50cl,Beverages,1,390,0,Cash
RCPT-200081,TXN200081,2026-08-08,20:21:00,Yaba Branch,TILL-03,Emeka Obi,+2347009035074,SKU1023,Ariel Detergent 900g,Household,2,1890,0,POS Card
RCPT-200363,TXN200363,2026-08-12,12:57:00,MiniMart Express - Ikeja,TILL-01,Ibrahim Musa,,SKU1016,Eva Water 75cl,Beverages,1,220.00,10,Cash
RCPT-200378,TXN200378,2026-08-04,11:39:00,MiniMart Express - Surulere,TILL-01,Segun Adeyemi,,SKU1005,Coca-Cola 50cl,Beverages,2,390,0,CASH
RCPT-200250,TXN200250,2026-08-02,16:04:00,Surulere Branch,TILL-01,Tunde Bakare,7941541020,SKU1023,Ariel Detergent 900g,Household,1,1830,5,Cash
RCPT-200397,TXN200397,2026-08-09,20:28:00,MiniMart Express - Ikeja,TILL-01,Fatima Bello,,SKU1031,Indomie Onion Chicken 70g,Grains & Staples,3,180,0,POS Card
RCPT-200361,TXN200361,2026-08-07,17:24:00,MiniMart Express - Surulere,TILL-01,Emeka Obi,9009233948,SKU1007,Gala Sausage Roll,Snacks,3,250,0,Bank Transfer
RCPT-200140,TXN200140,2026-08-11,17:43:00,YABA,TILL-03,Chidinma Okafor,,SKU1001,Indomie Noodles 70g,Grains & Staples,2,150,0,transfer
RCPT-200214,TXN200214,11/08/2026,18:25:00,IKEJA,TILL-01,Fatima Bello,,SKU1030,Nasco Cornflakes 500g,Grains & Staples,2,2070,0,CASH
RCPT-200295,TXN200295,2026-08-06,07:11 PM,IKEJA,TILL-02,Tunde Bakare,,SKU1025,Tom Tom Sweet (pack),Snacks,3,340,0,pos
RCPT-200025,TXN200025,2026-08-13,17:21:00,Yaba Branch,TILL-01,Tunde Bakare,08366305379,SKU1003,Golden Morn 500g,Grains & Staples,3,1660,0,ussd
RCPT-200257,TXN200257,13/08/2026,11:54:00,MiniMart Express - Ikeja,TILL-02,Segun Adeyemi,,SKU1021,Bournvita 500g,Beverages,2,"2,240.00",5,USSD
RCPT-200080,TXN200080,2026-08-14,13:43:00,YABA,TILL-02,Tunde Bakare,7553128059,SKU1003,Golden Morn 500g,Grains & Staples,1,1600,10,transfer
RCPT-200032,TXN200032,12-08-2026,10:21:00,MiniMart Express - Ikeja,TILL-02,Chidinma Okafor,+2349004443106,SKU1006,Bigi Cola 50cl,,1,₦320.00,0,POS
RCPT-200377,TXN200377,05/08/2026,08:09:00,Ikeja Branch,TILL-02,Segun Adeyemi,,SKU1028,Semovita 2kg,Grains & Staples,1,2260,10,POS Card
RCPT-200102,TXN200102,2026-08-05,16:22:00,IKEJA,TILL-01,Emeka Obi,+2347789731598,SKU1013,Omo Detergent 900g,Household,1,1760,0,Transfer
RCPT-200250,TXN200250,2026-08-02,16:04:00,Surulere Branch,TILL-01,,7941541020,SKU1012,Kings Vegetable Oil 1L,Grains & Staples,4,2690,15,Cash
RCPT-200342,TXN200342,2026-08-01,07:03:00,MiniMart Express - Yaba,TILL-03,Amaka Eze,7945507729,SKU1004,Dangote Sugar 1kg,Grains & Staples,1,1290,0,ussd
RCPT-200279,TXN200279,2026-08-09,13:47:00,Surulere Branch,TILL-01,Emeka Obi,,SKU1015,Close Up Toothpaste 140ml,Personal Care,2,900,5,POS Card
RCPT-200200,TXN200200,2026-08-09,17:15:00,Yaba Branch,TILL-03,Fatima Bello,,SKU1006,Bigi Cola 50cl,Beverages,1,370,5,Bank Transfer
RCPT-200249,TXN200249,2026-08-11,19:29:00,MiniMart Express - Yaba,TILL-02,Tunde Bakare,7217947895,SKU1028,Semovita 2kg,Grains & Staples,1,2250,10,cash
RCPT-200262,TXN200262,14-08-2026,18:31:00,Surulere Branch,TILL-01,Amaka Eze,8408778455,SKU1027,Amstel Malta 33cl,Beverages,1,420,10,transfer
RCPT-200241,TXN200241,2026-08-07,12:57:00,MiniMart Express - Ikeja,TILL-02,Tunde Bakare,+2348647389831,SKU1012,Kings Vegetable Oil 1L,Grains & Staples,1,2820,15,ATM Card
RCPT-200057,TXN200057,2026-08-02,08:42:00,Surulere Branch,TILL-01,Amaka Eze,7826344763,SKU1028,Semovita 2kg,Grains & Staples,4,"₦2,020.00",0,ussd
RCPT-200247,TXN200247,2026-08-12,13:49:00,MiniMart Express - Surulere,TILL-01,Tunde Bakare,8123359066,SKU1016,Eva Water 75cl,Beverages,1,180,0,Cash
RCPT-200314,TXN200314,2026-08-08,13:07:00,MiniMart Express - Surulere,TILL-01,Amaka Eze,8658546557,SKU1026,Chivita Juice 1L,Beverages,1,1200,0,POS
RCPT-200284,TXN200284,2026-08-09,13:18:00,Ikeja Branch,TILL-02,Emeka Obi,,SKU1009,Cowbell Milk Powder 360g,Dairy,2,2020,0,Bank Transfer
RCPT-200290,TXN200290,2026-08-01,09:26:00,Ikeja Branch,TILL-01,Fatima Bello,7971157476,SKU1012,Kings Vegetable Oil 1L,Grains & Staples,1,2530,0,Cash
RCPT-200164,TXN200164,2026-08-02,19:18:00,Surulere Branch,TILL-01,Chidinma Okafor,08561083228,SKU1027,Amstel Malta 33cl,Beverages,2,410,15,pos
RCPT-200246,TXN200246,06/08/2026,11:25:00,Yaba Branch,TILL-03,Emeka Obi,+2347807803948,SKU1020,Cerelac Infant Cereal 400g,Baby Products,3,3220,10,transfer
RCPT-200224,TXN200224,2026-08-01,16:39:00,YABA,TILL-03,Blessing Nwosu,07249700438,SKU1021,Bournvita 500g,Beverages,1,2720,0,Bank Transfer
RCPT-200101,TXN200101,2026-08-14,20:40:00,Ikeja Branch,TILL-02,Tunde Bakare,08938765293,SKU1005,Coca-Cola 50cl,Beverages,2,370,5,pos
RCPT-200377,TXN200377,2026-08-05,08:09:00,MiniMart Express - Ikeja,TILL-02,Segun Adeyemi,,SKU1023,Ariel Detergent 900g,Household,3,1630,0,POS Card
RCPT-200034,TXN200034,2026-08-13,14:15:00,MiniMart Express - Surulere,TILL-01,Segun Adeyemi,+2348552823921,SKU1006,Bigi Cola 50cl,Beverages,2,,0,Cash
RCPT-200236,TXN200236,2026-08-01,13:27:00,Surulere Branch,TILL-01,Fatima Bello,8585985542,SKU1023,Ariel Detergent 900g,Household,3,1970,0,Cash
RCPT-200259,TXN200259,2026-08-05,17:33:00,Surulere Branch,TILL-01,Tunde Bakare,+2348659772811,SKU1025,Tom Tom Sweet (pack),Snacks,1,340,0,Cash
RCPT-200351,TXN200351,2026-08-10,17:47:00,MiniMart Express - Surulere,TILL-01,Amaka Eze,,SKU1011,Honeywell Semolina 2kg,Grains & Staples,3,,0,transfer
RCPT-200097,TXN200097,2026-08-04,18:49:00,MiniMart Express - Yaba,TILL-03,Emeka Obi,,SKU1030,Nasco Cornflakes 500g,Grains & Staples,2,1890,0,Transfer
RCPT-200330,TXN200330,2026-08-01,09:39:00,YABA,TILL-02,Fatima Bello,,SKU1004,Dangote Sugar 1kg,,1,1180,0,POS Card
RCPT-200155,TXN200155,2026-08-12,12:33:00,IKEJA,TILL-01,Ibrahim Musa,8078631945,SKU1008,Milo 400g,Beverages,1,2390,10,POS Card
RCPT-200341,TXN200341,2026-08-06,21:57:00,Ikeja Branch,TILL-01,Segun Adeyemi,07363264991,SKU1016,Eva Water 75cl,Beverages,1,180,0,POS Card
RCPT-200251,TXN200251,2026-08-12,19:22:00,Surulere Branch,TILL-01,Tunde Bakare,,SKU1025,Tom Tom Sweet (pack),Snacks,5,280,0,Bank Transfer
RCPT-200100,TXN200100,10-08-2026,15:21:00,MiniMart Express - Surulere,TILL-01,Amaka Eze,,SKU1002,Peak Milk Evaporated 170g,Dairy,1,700,0,Bank Transfer
RCPT-200357,TXN200357,13-08-2026,17:41:00,MiniMart Express - Ikeja,TILL-01,Blessing Nwosu,,SKU1017,La Casera 50cl,Beverages,2,400,10,transfer
RCPT-200269,TXN200269,2026-08-10,08:01 AM,Yaba Branch,TILL-02,Amaka Eze,+2347519185869,SKU1008,Milo 400g,,2,2200,0,POS Card
RCPT-200113,TXN200113,04-08-2026,17:33:00,MiniMart Express - Ikeja,TILL-02,Emeka Obi,07504398166,SKU1031,Indomie Onion Chicken 70g,Grains & Staples,1,₦160.00,0,Transfer
RCPT-200294,TXN200294,11-08-2026,13:52:00,MiniMart Express - Yaba,TILL-03,Fatima Bello,+2347713027091,SKU1004,Dangote Sugar 1kg,Grains & Staples,1,1200,15,Cash
RCPT-200025,TXN200025,2026-08-13,17:21:00,YABA,TILL-01,Tunde Bakare,08366305379,SKU1008,Milo 400g,Beverages,2,2120,0,ussd
RCPT-200373,TXN200373,2026-08-01,17:26:00,IKEJA,TILL-02,Segun Adeyemi,,SKU1024,"Pampers Diapers (pack, medium)",Baby Products,2,4140,15,ussd
RCPT-200123,TXN200123,06/08/2026,15:12:00,Surulere Branch,TILL-01,,,SKU1029,Dano Milk Powder 400g,Dairy,3,2820,10,POS Card
RCPT-200036,TXN200036,2026-08-06,12:44:00,SURULERE,TILL-01,Ibrahim Musa,+2348643002325,SKU1007,Gala Sausage Roll,Snacks,1,270.00,15,Bank Transfer
RCPT-200110,TXN200110,2026-08-09,14:31:00,Surulere Branch,TILL-01,Blessing Nwosu,,SKU1011,Honeywell Semolina 2kg,Grains & Staples,1,2190,0,POS Card
RCPT-200112,TXN200112,2026-08-05,14:31:00,Ikeja Branch,TILL-02,Ibrahim Musa,08472122088,SKU1016,Eva Water 75cl,Beverages,2,230,15,Bank Transfer
RCPT-200195,TXN200195,2026-08-03,08:58:00,IKEJA,TILL-02,Chidinma Okafor,07907702778,SKU1022,Knorr Chicken Cubes (pack),Grains & Staples,3,280,5,USSD
RCPT-200325,TXN200325,2026-08-12,10:52:00,Surulere Branch,TILL-01,Blessing Nwosu,7555901448,SKU1024,"Pampers Diapers (pack, medium)",Baby Products,2,4230,0,Bank Transfer
RCPT-200226,TXN200226,2026-08-11,19:50:00,Surulere Branch,TILL-01,Ibrahim Musa,,SKU1009,Cowbell Milk Powder 360g,Dairy,1,2030,5,ATM Card
RCPT-200344,TXN200344,2026-08-06,12:58 PM,MiniMart Express - Ikeja,TILL-01,Fatima Bello,07049632095,SKU1014,Dettol Soap 65g,Personal Care,1,320,5,Cash
RCPT-200003,TXN200003,05-08-2026,15:52:00,Ikeja Branch,TILL-01,Emeka Obi,+2347908988360,SKU1020,Cerelac Infant Cereal 400g,Baby Products,1,2970,0,Cash
RCPT-200143,TXN200143,2026-08-02,17:33:00,Ikeja Branch,TILL-01,Amaka Eze,,SKU1021,Bournvita 500g,Beverages,3,"₦2,390.00",5,cash
RCPT-200330,TXN200330,2026-08-01,09:39:00,MiniMart Express - Yaba,TILL-02,Fatima Bello,,SKU1018,Maltina 33cl,Beverages,2,520,0,POS Card
RCPT-200213,TXN200213,2026-08-06,14:47:00,Yaba Branch,TILL-03,Emeka Obi,,SKU1010,Mama Gold Rice 5kg,Grains & Staples,2,5870,0,Cash
RCPT-200125,TXN200125,03-08-2026,08:10:00,YABA,TILL-03,Ibrahim Musa,,SKU1011,Honeywell Semolina 2kg,Grains & Staples,2,2100,0,Cash
RCPT-200007,TXN200007,2026-08-07,11:35 AM,MiniMart Express - Ikeja,TILL-01,Chidinma Okafor,+2348815952173,SKU1009,Cowbell Milk Powder 360g,Dairy,2,1880,0,Bank Transfer
RCPT-200217,TXN200217,2026-08-09,18:07:00,MiniMart Express - Yaba,TILL-03,Fatima Bello,8749028212,SKU1018,Maltina 33cl,Beverages,5,420,0,CASH
RCPT-200393,TXN200393,07/08/2026,18:36:00,Ikeja Branch,TILL-02,Amaka Eze,08966225347,SKU1018,Maltina 33cl,Beverages,2,440,0,USSD
RCPT-200045,TXN200045,2026-08-08,20:26:00,Surulere Branch,TILL-01,Segun Adeyemi,,SKU1015,Close Up Toothpaste 140ml,Personal Care,1,900,0,POS Card
RCPT-200027,TXN200027,2026-08-08,11:22:00,Ikeja Branch,TILL-01,Amaka Eze,+2347886664830,SKU1004,Dangote Sugar 1kg,Grains & Staples,2,1340,0,CASH
RCPT-200293,TXN200293,2026-08-14,10:28:00,MiniMart Express - Ikeja,TILL-02,Blessing Nwosu,7711973570,SKU1022,Knorr Chicken Cubes (pack),Grains & Staples,4,330,0,Bank Transfer
RCPT-200233,TXN200233,2026-08-03,19:29:00,Surulere Branch,TILL-01,Chidinma Okafor,08472748668,SKU1017,La Casera 50cl,Beverages,2,380,0,Bank Transfer
